weather_risk,crime_risk,health_risk,political_risk,transport_disruption,destination_popularity,trip_duration,season_risk,risk_score,risk_level
14,24,51,53,85,58,2,81,34.5365008989895,0
59,49,17,33,38,46,22,85,55.12405109292975,1
23,88,27,16,2,76,8,17,29.760879622474746,0
12,44,2,1,89,75,7,78,32.32639922007253,0
78,9,5,36,27,84,6,25,21.762172505307177,0
14,32,15,63,78,12,27,58,52.10660718352816,1
67,79,45,3,77,45,16,49,63.71107016973472,1
70,52,67,100,53,69,21,26,74.05642865084776,2
6,56,79,59,8,42,7,99,59.637137046711,1
17,43,63,29,95,67,2,88,59.97775674772467,1
80,29,62,97,68,64,2,57,50.17475461845066,1
51,60,94,18,42,37,14,1,41.988276634425205,1
12,63,25,96,86,10,10,18,46.870850530040684,1
100,90,80,28,79,98,24,22,76.94158246233755,2
26,62,94,38,76,83,24,98,62.90150929720509,1
0,100,57,42,16,90,10,40,44.14491800893642,1
93,83,84,100,63,30,14,4,78.85041540843527,2
1,7,13,25,28,31,12,59,24.605424128544513,0
55,39,88,98,7,32,21,95,58.738073711961256,1
100,38,56,35,34,3,19,56,50.19681922419548,1
58,0,22,28,10,17,20,44,30.627777239186642,0
59,18,6,64,10,31,2,17,37.4224756169268,1
39,76,72,70,73,99,11,88,68.9276155804935,2
12,35,43,34,50,20,30,10,36.6900417617078,1
57,14,31,13,40,51,11,94,24.680747917974188,0
90,29,39,40,19,55,6,22,45.70605351036168,1
9,27,100,54,77,36,6,13,41.94441010365712,1
88,17,43,4,64,92,1,35,28.215378505489674,0
41,10,7,7,59,9,24,0,17.938048641247313,0
54,77,28,92,19,87,1,1,40.63539513314822,1
16,83,14,3,12,75,18,18,26.35271467727688,0
62,50,69,41,12,30,12,69,50.736907582835094,1
18,62,80,77,2,77,3,82,44.39754977143605,1
27,92,84,33,97,43,27,25,70.90424822528581,2
72,85,63,49,37,98,23,65,65.89131356049138,2
5,3,77,8,66,3,25,35,49.611953735107164,1
45,96,42,80,99,3,29,43,71.50334130164401,2
60,6,63,64,94,54,28,33,58.99887658187429,1
13,2,10,86,32,94,22,90,40.84402993424574,1
29,40,54,87,49,6,17,51,51.68665557646111,1
34,75,56,35,46,78,21,51,55.591514384684764,1
67,8,3,4,3,94,14,86,29.527566198440294,0
98,29,55,34,77,49,6,66,56.66894889534699,1
84,26,73,14,58,87,12,15,52.07677730891902,1
19,40,37,53,37,76,15,19,25.203874291427972,0
1,99,55,14,56,21,2,34,41.36659952318367,1
5,33,28,93,74,86,26,9,57.840336283385675,1
60,21,27,60,1,70,28,69,50.6321579995831,1
15,12,13,25,65,1,13,50,35.10307026759773,1
23,20,33,93,86,57,15,4,55.409292439116754,1
85,13,81,77,73,66,26,40,53.770652727789376,1
88,57,94,44,62,80,14,83,74.62366397633691,2
84,42,64,14,9,77,21,91,57.29622097451654,1
25,50,63,34,75,48,16,97,53.26779900294559,1
62,84,61,58,75,30,9,93,89.42542270734737,2
61,58,48,77,49,19,24,61,68.67809378437235,2
18,15,42,26,58,8,6,93,25.11338574494875,0
55,38,62,74,62,64,7,96,63.43763198760253,1
53,31,79,28,12,96,21,64,40.6108398200636,1
40,83,41,24,26,8,22,41,59.6399716435771,1
75,31,57,45,80,70,29,97,69.72766420034779,2
68,13,47,16,98,59,22,41,44.74246756634285,1
53,74,28,40,27,17,1,16,52.65471150957737,1
73,43,29,36,40,21,26,10,54.256707835875865,1
77,9,7,28,92,28,13,57,39.592480073907396,1
57,69,44,78,16,69,1,3,46.847729516634914,1
27,21,71,33,26,30,18,11,39.211500744584484,1
76,87,69,70,5,83,6,24,56.68442042336427,1
72,84,99,72,23,37,13,53,70.28360357691646,2
99,37,4,67,64,11,15,48,58.59035016958691,1
15,56,76,27,35,9,3,51,37.03520849577566,1
42,57,80,83,99,40,26,51,62.7634079685382,1
93,65,44,23,90,41,16,100,71.13480917399222,2
51,6,28,27,90,74,29,21,29.986600304228887,0
95,32,36,88,73,48,14,47,58.66176778113168,1
1,17,68,34,70,16,18,61,32.80050584630857,0
3,70,87,70,51,21,25,27,52.099333313432176,1
80,6,64,4,100,57,7,18,43.70813104471575,1
36,52,51,62,9,33,28,4,46.71615100963956,1
52,73,65,87,73,67,6,32,64.67959726719126,1
43,95,7,71,14,93,30,25,48.59458929825595,1
41,29,61,58,34,35,20,19,42.51490546696864,1
94,0,4,85,25,55,16,27,44.97873095526112,1
9,73,96,30,60,84,7,70,53.87747640816101,1
77,0,89,38,79,21,18,83,63.75604436625191,1
89,6,51,7,8,51,17,52,40.840552072755486,1
66,100,37,70,60,30,30,6,71.18668085045073,2
39,87,73,73,22,63,26,74,58.84650428447704,1
16,71,64,75,7,75,15,15,43.9701306056027,1
68,84,71,75,42,14,12,5,65.88386431476385,2
47,7,52,12,58,18,12,57,32.67107768797531,0
15,8,23,67,20,2,12,42,26.352254731997487,0
36,30,7,77,39,1,1,31,39.32851370534091,1
97,2,28,20,96,5,2,97,64.07181861639968,1
26,89,53,48,35,71,23,9,51.060871627781744,1
18,5,42,92,100,91,8,5,43.05316488504934,1
68,54,51,41,84,41,13,59,53.30778473661407,1
20,86,28,76,37,89,21,42,64.38040633024907,1
92,74,94,53,58,73,19,80,82.71845826010853,2
86,23,37,66,71,81,11,4,54.194404836795506,1
99,47,85,63,46,74,23,42,76.38877486782846,2
92,55,39,65,41,20,5,14,52.45595187183116,1
24,77,44,78,33,52,15,4,50.82549308092627,1
21,43,60,91,14,53,4,46,56.9792711913199,1
34,28,26,29,2,64,16,74,36.87636861766735,1
47,80,22,93,34,80,3,15,39.684669071935026,1
88,89,38,63,80,11,29,85,87.14892585382205,2
74,49,81,60,23,68,20,52,56.89981163538243,1
65,2,14,33,18,84,8,48,32.24903094793995,0
88,50,44,42,33,11,19,93,64.47914281652103,1
65,89,67,65,60,41,11,33,58.5367434158632,1
38,99,71,36,21,90,16,20,55.94298102297287,1
41,40,43,29,22,2,6,79,43.25376636350965,1
52,15,8,82,11,16,16,10,39.33077491878872,1
8,57,1,41,33,81,4,88,39.543173111479845,1
74,83,47,65,21,17,5,83,73.66579575893039,2
65,95,81,3,83,70,18,98,74.35333393768579,2
73,5,2,7,91,91,16,46,35.36739076284679,1
53,29,89,85,37,50,9,62,65.30780532512935,2
79,48,68,14,8,48,2,89,59.70644434153861,1
95,9,0,80,8,43,13,13,44.310424525008536,1
57,89,34,90,32,37,28,30,70.89723676084854,2
44,11,22,48,46,38,22,47,43.20518329861351,1
10,67,95,89,53,55,2,63,63.69626255638955,1
78,92,56,43,30,90,29,68,69.64111049163996,2
91,69,32,96,35,99,13,93,83.86102498903828,2
70,77,28,23,28,87,18,49,46.115679754101414,1
87,26,56,43,52,12,1,17,53.069434969456196,1
86,83,0,39,70,30,10,19,55.61485834379656,1
80,42,25,79,4,76,24,80,48.05748497916767,1
50,6,16,4,48,55,10,46,24.91009353848096,0
10,37,62,83,65,33,5,63,49.589344997476516,1
0,35,67,2,67,31,3,56,37.66546391050595,1
20,52,47,31,56,11,28,82,55.78780133595142,1
43,26,14,60,53,33,25,22,38.747838818112186,1
75,46,37,14,68,42,2,17,50.93604748093829,1
46,43,85,49,38,42,28,74,67.88080402685435,2
2,33,20,100,57,55,25,43,60.3863331925784,1
21,70,16,83,32,27,11,82,57.01178798440869,1
98,30,11,3,44,20,20,13,39.035601590315856,1
99,77,82,59,12,89,8,27,65.8313628957117,2
38,25,12,60,35,40,8,96,39.30514987447458,1
81,87,58,6,14,25,22,85,62.09035732831903,1
72,36,100,65,22,64,7,6,49.955932604071805,1
94,4,64,52,42,54,11,82,43.60379409686047,1
89,15,41,68,50,58,11,6,47.63473302903443,1
63,81,20,30,95,22,5,12,52.11419864954018,1
39,88,0,25,2,73,25,90,46.93468701589017,1
63,21,15,74,90,19,21,12,55.61270967389974,1
32,60,96,72,33,84,26,30,68.98519880391976,2
35,58,14,16,73,42,16,13,35.887379456712125,1
61,13,2,21,68,41,6,60,32.600650709223856,0
57,45,82,59,98,39,9,5,55.449503821841134,1
58,70,42,83,10,42,11,29,50.43891647320605,1
38,97,36,20,97,67,29,32,60.372586338101364,1
41,85,72,22,6,50,8,65,49.11129830310883,1
1,9,52,81,88,12,21,50,54.88522994126503,1
60,23,92,70,65,57,4,19,54.88267458870903,1
58,44,47,91,48,26,29,46,59.6488580055005,1
94,15,72,79,40,10,20,46,69.94496194350293,2
50,57,88,96,9,84,13,35,65.25647383886223,2
47,0,46,19,80,31,11,53,32.79288609634178,0
6,11,28,27,73,60,11,32,36.18466535151736,1
19,4,98,24,94,17,7,33,43.98163047557766,1
34,29,22,5,73,34,18,79,40.12126818244852,1
38,76,3,78,96,38,26,25,67.21848026687587,2
36,17,58,66,89,13,8,33,50.26537522624687,1
39,99,99,8,42,98,23,14,60.70047192688843,1
77,27,8,20,71,31,17,70,48.10389313878701,1
13,4,85,19,26,58,24,71,34.50544368636678,0
33,33,83,40,80,57,24,68,46.26503944503169,1
16,75,93,46,61,43,2,16,55.83309524379156,1
31,10,42,29,44,59,1,45,26.3380683296796,0
69,7,25,93,63,57,28,29,59.64767965787148,1
4,85,51,21,27,8,5,77,49.22005037365432,1
34,59,14,56,62,67,18,34,47.334014733063945,1
2,34,85,44,47,11,23,42,54.59792914646401,1
96,76,66,39,32,43,16,45,65.49904997101942,2
73,85,48,83,98,36,1,76,78.35185708426852,2
24,36,52,98,6,45,1,70,45.68133587942115,1
20,56,71,0,76,7,21,82,64.17133427343879,1
9,1,52,46,21,70,27,43,28.41039962542605,0
47,30,84,12,22,42,11,82,41.43395277524567,1
76,60,93,43,15,6,17,87,58.28598912952002,1
59,19,95,62,10,0,29,52,61.43038646394704,1
88,100,62,41,12,54,25,68,67.33710596185395,2
34,98,74,31,84,67,17,91,68.57978650964208,2
28,26,31,31,93,55,20,84,46.14838020705692,1
48,40,3,30,59,72,29,27,43.166331496374326,1
20,19,40,32,1,76,24,72,25.685442492045123,0
98,50,88,37,87,88,13,45,52.970528403386425,1
18,12,13,69,60,99,21,15,38.16622422435663,1
48,39,55,9,52,89,10,37,25.66865376277774,0
52,56,19,4,95,80,28,98,61.97482670386427,1
5,61,43,52,41,43,3,96,57.25116649721088,1
47,60,14,68,36,50,7,79,51.03465717638981,1
45,22,74,26,78,62,11,100,59.90695768032295,1
26,80,81,20,53,17,7,57,54.544461482740694,1
12,69,76,63,72,68,18,76,74.05544695446721,2
4,76,71,38,70,59,22,16,51.28269288732073,1
0,47,23,74,84,52,27,30,38.38070914341326,1
48,90,53,14,32,84,16,17,47.930529535360975,1
9,39,10,12,7,69,19,94,40.12777916046443,1
96,81,37,55,48,94,18,62,70.74980983564251,2
24,20,51,39,65,98,1,94,37.00806062877294,1
65,24,67,73,82,83,22,42,63.41340701570839,1
68,53,9,51,26,30,1,40,48.33674903071531,1
50,56,82,35,75,19,17,68,63.32630136651318,1
89,75,46,16,84,30,30,57,85.80834051205429,2
11,30,89,16,81,71,24,37,43.29549226088307,1
23,88,53,76,81,87,16,32,71.2250643322685,2
25,33,55,22,99,88,10,51,49.031623418890796,1
13,53,69,50,66,69,26,7,47.27103545181166,1
29,94,82,82,37,68,26,18,66.44335839591396,2
31,54,15,90,44,96,12,4,51.52859188487619,1
77,68,51,27,75,69,4,15,53.58872732562545,1
30,91,3,11,23,14,18,20,42.678430360363635,1
88,98,47,78,60,50,20,7,64.73419587777386,1
78,50,82,69,57,36,29,5,71.5059919309726,2
91,42,87,33,67,64,27,82,71.10378106449541,2
10,19,28,59,42,64,7,18,29.666539864153084,0
99,54,39,19,74,29,8,56,59.12535117835445,1
62,92,55,70,7,30,30,9,62.58469375725449,1
99,49,39,73,75,8,10,95,68.98858497669916,2
35,35,17,30,82,29,14,24,39.608686810165345,1
96,10,30,47,89,83,10,75,50.354780930090214,1
59,39,40,33,93,66,12,64,66.6331773662592,2
7,23,52,3,35,95,17,77,35.86122437306154,1
41,98,92,12,4,93,9,63,46.50918645616979,1
13,53,55,96,66,86,13,51,70.53777601356505,2
95,13,39,46,9,18,11,77,43.33286033138213,1
30,6,66,14,28,33,4,82,31.756732204785706,0
22,85,78,4,70,5,24,38,63.90450316958792,1
55,94,43,35,60,9,27,95,61.10006873661431,1
42,77,49,99,61,23,15,99,74.80784491835419,2
9,12,22,38,75,28,7,72,32.059996894197,0
82,9,87,100,16,1,20,93,68.28048047726482,2
85,19,87,49,79,85,17,10,57.860298099592654,1
75,75,17,77,59,53,17,54,65.93644380800589,2
62,77,34,79,42,66,18,65,65.32811621092607,2
40,84,27,2,46,66,22,93,59.32078823581268,1
54,9,93,0,51,97,2,12,31.418915582004228,0
52,15,6,93,55,14,3,81,49.25855006031165,1
16,90,20,94,33,34,3,7,52.05722354876084,1
8,93,31,13,22,31,5,36,49.32533398518132,1
25,73,56,65,17,55,30,69,61.836043861904635,1
45,10,25,93,34,53,22,29,42.483308970205776,1
16,6,54,96,26,79,20,84,36.286005468333656,1
10,5,75,29,52,56,21,93,33.63637575579028,0
86,69,83,82,92,23,2,16,70.87784462952143,2
37,85,10,65,10,57,7,26,44.599738936275116,1
59,63,14,93,31,97,24,7,51.72627124233857,1
52,26,9,14,4,58,14,71,31.716863862274856,0
74,76,91,60,98,59,16,89,79.13895173295015,2
74,5,65,2,70,17,23,60,41.52306437918742,1
29,83,53,36,24,0,3,13,48.93586301214447,1
85,90,79,1,41,21,24,17,70.25636698126807,2
37,72,59,44,73,2,21,3,52.166994413520726,1
84,88,23,81,96,45,13,49,77.98229518224687,2
40,59,51,66,57,89,15,72,47.62997205107709,1
11,47,71,32,27,45,3,15,25.482771215637044,0
76,32,3,43,70,65,7,85,45.02740503213697,1
3,93,61,37,69,86,8,25,58.00946259426316,1
78,70,50,73,65,77,27,51,67.93776382176716,2
4,19,7,26,4,65,4,67,13.253397151406698,0
20,96,26,9,71,79,9,54,48.476523691366694,1
60,5,45,51,1,28,4,48,33.23250166689911,0
95,59,34,83,91,42,9,34,64.86921116347197,1
41,19,29,48,89,40,1,43,53.52732940357943,1
12,67,65,20,56,80,9,24,40.49781976130776,1
23,41,40,4,65,41,22,29,39.60150989450848,1
90,44,50,95,6,94,24,76,62.44932277373735,1
73,67,80,76,88,18,12,89,83.26982937290708,2
10,76,9,15,27,17,22,85,51.9297453582247,1
38,38,36,7,26,72,19,33,42.92198218172743,1
26,100,7,13,71,77,28,32,48.056405948416725,1
17,50,93,38,94,68,25,5,62.62477105780728,1
85,16,18,81,49,31,7,27,50.988084917306104,1
62,0,82,16,51,0,18,59,50.887219656760465,1
18,20,19,82,55,32,24,27,44.52872436384321,1
65,69,32,0,29,47,10,74,44.42775536030691,1
41,54,61,74,60,41,18,5,62.68428787428395,1
6,34,83,28,97,93,13,41,51.95815503633772,1
45,48,17,97,38,87,10,28,58.69432338317132,1
18,84,21,48,78,78,6,49,52.84128533270294,1
24,57,89,27,78,2,2,2,47.27851223419146,1
88,5,32,24,85,12,23,42,34.74087852003478,0
71,4,21,83,73,43,25,79,48.86243677202799,1
13,48,75,40,93,62,20,86,57.66449036889964,1
85,40,9,35,72,68,8,25,38.4836464125227,1
58,85,87,74,98,29,1,43,80.16478339259947,2
88,58,88,54,72,11,19,69,67.85987423052629,2
75,76,86,67,84,33,6,46,71.11217402989828,2
34,59,29,45,89,80,17,54,51.927841041169074,1
54,34,11,6,99,99,30,34,51.89845850039668,1
53,66,42,0,60,95,1,84,41.34056750588214,1
72,62,33,3,71,59,18,63,55.85447270828793,1
25,72,96,58,97,9,30,96,82.74423676513629,2
33,19,63,51,38,97,11,78,48.529730912683675,1
24,64,95,75,12,15,25,37,66.62129031269887,2
29,28,75,90,89,27,25,33,64.30935932278274,1
16,79,72,17,63,98,15,8,36.48223292435692,1
3,80,11,96,43,50,10,62,53.79955468012623,1
94,63,6,94,72,19,21,75,75.32026613280706,2
7,95,4,62,3,50,19,35,47.54605539891667,1
89,54,59,53,48,7,15,2,54.02466912867514,1
0,2,20,17,26,31,6,83,27.415406710451677,0
78,61,99,18,29,96,23,22,55.64171650988996,1
33,78,13,1,97,30,7,58,42.67701591312725,1
52,10,95,65,55,90,5,5,41.22063296754992,1
28,10,67,43,14,54,3,6,38.08125592380098,1
49,27,10,19,36,66,14,90,41.06626735767899,1
45,85,5,13,24,71,4,67,46.72073933338642,1
53,53,39,6,91,55,11,0,36.91047818171951,1
39,98,34,64,29,3,8,10,51.31702184689719,1
54,88,31,69,36,92,14,49,55.82146616471253,1
83,56,53,63,33,47,24,68,66.79636242553173,2
43,68,13,11,17,66,14,42,35.60598901348664,1
36,33,13,4,78,55,17,88,38.493033532457865,1
13,9,70,10,58,66,5,65,28.815582444979277,0
36,40,100,75,44,35,4,62,53.01578887994958,1
12,59,27,74,39,85,30,29,49.72096427859154,1
18,18,94,29,67,22,19,68,56.13929350300248,1
96,22,34,5,9,65,1,88,26.101163890701482,0
9,1,33,32,94,58,17,4,32.94887660181138,0
48,74,9,81,57,50,1,74,66.22055616927774,2
84,90,42,14,22,2,3,88,56.57087740860659,1
96,83,50,80,54,39,12,43,70.57674382512462,2
14,38,67,46,86,4,20,77,63.69538891570354,1
16,59,15,14,17,50,19,36,26.87466873878694,0
37,97,19,94,52,69,24,19,66.05385082036761,2
55,59,43,52,60,52,6,82,51.180935397685644,1
96,29,7,67,81,76,6,31,40.09939417985433,1
20,34,14,9,57,36,16,76,35.27809441123122,1
16,73,63,37,74,30,27,31,51.4796296203981,1
25,45,96,63,78,45,22,40,62.769976920024995,1
88,84,57,65,90,23,21,69,89.43017774628423,2
3,87,14,6,36,80,3,34,42.63553244007774,1
38,3,100,61,71,81,27,81,59.33117570365925,1
12,73,52,95,25,42,30,3,64.73529499185359,1
15,37,72,79,85,80,18,1,55.51377590063979,1
92,52,19,20,96,2,11,8,50.61131831674965,1
0,26,58,92,29,15,20,25,34.711341876414636,0
32,37,7,68,56,28,20,5,53.16895396249272,1
92,33,63,5,83,39,28,38,51.03538686431325,1
61,5,20,12,2,23,4,2,25.456625468506616,0
7,79,91,93,71,51,16,76,77.2108457755735,2
46,14,5,21,82,80,22,15,28.213923288515847,0
98,37,65,9,87,46,11,98,63.17199017091371,1
40,19,14,45,19,45,26,86,54.327466367711985,1
53,16,69,53,76,6,2,70,61.353915485182625,1
53,37,49,57,79,28,4,80,53.4737216631933,1
66,92,97,66,0,81,24,78,68.8881154508919,2
18,95,65,100,71,81,4,85,73.54124822389645,2
84,38,37,76,63,10,13,56,61.706917626180974,1
99,51,8,2,97,1,9,63,61.388424313856376,1
14,99,60,8,4,83,21,47,50.23753481853083,1
82,23,44,0,97,17,1,63,35.796550390829466,1
82,95,5,39,57,58,11,38,61.43205153254347,1
74,10,58,35,27,83,30,12,40.83545423479579,1
37,22,21,94,39,79,12,94,50.3926488161684,1
47,34,23,36,77,55,18,70,50.943658085563946,1
84,3,0,3,100,38,30,71,53.74237403165961,1
15,82,37,89,32,78,19,28,62.33675778127613,1
83,86,22,26,99,70,23,77,66.27154355587624,2
92,38,7,92,63,84,29,52,64.82832819386199,1
68,84,43,78,19,51,19,7,58.19887164285674,1
34,78,22,88,60,95,25,96,59.25892418656042,1
56,80,13,82,80,77,16,100,71.24377695439345,2
5,81,47,14,5,6,25,87,59.51852656535458,1
94,57,6,63,7,29,20,47,43.94773963750151,1
34,11,100,41,0,80,11,23,33.3156292380396,0
5,93,47,63,57,11,17,1,56.13317112754195,1
80,61,100,75,5,71,11,74,68.0664128305859,2
66,91,89,50,94,34,12,89,75.81365025563642,2
62,96,98,31,12,20,9,10,49.57933645520028,1
5,18,54,92,7,54,15,69,34.538414059232245,0
75,40,42,66,26,94,11,2,52.87560254998888,1
64,19,72,89,77,90,19,78,59.96388415382886,1
80,5,8,23,91,40,12,2,33.19262685008096,0
83,97,84,84,25,0,15,98,97.52779559167784,2
21,93,32,32,52,89,5,17,40.01446605934126,1
21,94,0,46,78,90,12,40,53.87439758770555,1
93,89,24,86,80,61,11,70,84.29287005975304,2
53,65,24,35,15,63,29,85,59.764321121875454,1
44,52,1,25,84,53,14,36,36.01054185773792,1
29,100,67,92,87,1,1,99,76.389885313791,2
64,55,9,97,74,16,10,1,59.984183857511916,1
76,64,85,31,53,14,22,47,77.45410474429977,2
0,21,45,30,39,92,5,99,27.580936048152825,0
55,75,72,22,89,5,5,27,56.18832209533354,1
100,82,34,2,87,56,12,53,64.19744652840602,1
28,68,13,55,52,36,11,44,52.38794936409027,1
28,50,18,25,74,0,15,39,48.72152402581642,1
88,19,65,85,40,92,2,77,51.1518648109912,1
6,3,72,17,75,1,22,52,36.597711178393574,1
40,63,27,64,9,86,7,72,47.673007198811824,1
46,68,36,51,91,78,22,52,70.4438678757697,2
80,78,95,61,52,80,17,100,77.13909550728944,2
13,96,86,11,60,16,7,47,55.20618859949709,1
43,50,41,47,19,88,15,80,41.24442937716354,1
15,83,24,63,53,60,2,61,62.419360991353464,1
79,72,30,34,0,40,22,80,56.745577682850254,1
63,27,54,88,89,68,10,89,72.10652867734045,2
50,85,57,53,75,34,12,22,63.6693832484056,1
39,5,18,36,45,28,5,30,28.35160239146047,0
15,60,6,3,84,29,11,30,27.828146654887632,0
93,94,50,17,81,57,12,49,54.39542878184459,1
65,66,80,48,12,60,7,49,61.79143127101576,1
32,94,15,40,5,24,30,0,48.53834928557452,1
41,5,41,88,25,24,9,90,48.178568737919704,1
73,53,16,79,0,95,6,86,42.70567748679754,1
72,78,24,16,57,52,17,60,50.401614933238264,1
46,64,61,59,53,86,10,30,60.74381200680991,1
30,88,28,45,54,33,14,83,70.09086262504863,2
66,46,26,10,7,29,22,27,34.07235591736469,0
66,68,100,67,92,28,3,30,75.33889973017833,2
60,42,17,54,98,53,16,100,63.180149596089635,1
7,88,19,8,59,78,1,93,42.086826359533646,1
47,12,93,47,0,50,2,59,49.12175412106992,1
62,25,55,73,39,29,3,17,43.11079012386349,1
95,9,4,33,72,96,5,12,41.99427582210491,1
53,70,42,36,75,57,11,97,64.1385399022523,1
34,23,57,11,24,39,29,26,36.08866406581108,1
56,32,25,20,83,0,28,68,62.10210303819848,1
17,84,55,99,97,56,4,35,69.68080699053816,2
9,36,65,62,51,62,30,50,52.171434820526315,1
68,14,25,17,38,93,20,99,49.2866530378922,1
99,2,82,48,53,23,17,59,64.36557352263135,1
85,22,45,19,2,16,24,43,48.98177992692326,1
58,92,97,44,52,100,15,41,43.97317395028201,1
4,55,8,14,2,55,8,23,23.83105975443047,0
99,100,32,62,3,2,16,56,70.12270315841982,2
45,21,72,57,55,10,22,57,55.330820475487094,1
29,35,90,63,51,48,21,9,55.96867780383607,1
90,16,22,44,99,62,6,40,50.55334123502717,1
75,40,99,28,51,24,29,65,69.11684450396308,2
75,56,19,25,98,36,9,5,48.452229153470036,1
28,81,42,21,81,74,25,98,71.70908378105895,2
100,37,31,43,34,97,10,86,56.67366515063696,1
45,77,42,45,93,49,2,64,63.54515954308905,1
53,63,91,68,48,41,30,1,69.07223140224119,2
75,29,73,5,60,36,18,52,56.70368784496138,1
66,92,80,28,10,13,7,90,68.90012672161293,2
17,43,25,86,21,5,1,2,36.58336767872227,1
30,15,95,92,52,84,4,79,60.57186228493977,1
36,97,43,94,27,3,6,84,70.17431344025225,2
95,92,65,30,60,82,28,7,80.17156074900197,2
72,5,70,13,8,24,6,23,36.576366866281795,1
36,91,66,20,25,70,5,73,47.81634408862985,1
74,95,60,13,67,96,26,92,85.05426413670159,2
74,83,48,96,61,75,27,77,69.13776098406103,2
39,25,65,89,99,73,7,53,63.17412844401426,1
40,63,91,81,90,26,20,60,72.34251602332829,2
90,54,39,73,81,60,17,52,80.13308176203812,2
56,62,51,34,0,64,18,58,49.41683639177172,1
15,62,18,48,60,42,10,77,43.92722720947727,1
72,64,35,84,23,3,23,5,58.911031726682495,1
59,51,77,82,26,92,27,21,56.556411248006455,1
51,69,64,52,21,19,22,6,52.995338128579526,1
73,53,21,84,46,98,28,80,63.74811430466297,1
91,1,55,35,12,94,4,73,32.46306478779367,0
33,3,82,41,53,1,20,5,42.760382869495736,1
42,96,12,84,16,74,30,10,61.627344980440384,1
19,91,6,38,50,64,17,26,41.09216165234419,1
65,59,39,75,63,23,29,24,56.390387421736015,1
40,17,66,45,18,82,11,52,39.57573871289743,1
34,78,31,30,10,11,27,50,53.701523306717206,1
70,14,82,22,81,25,29,36,60.0813005717674,1
41,38,85,61,74,95,19,16,58.79704628956477,1
46,33,53,48,26,75,22,65,57.48630065442194,1
44,1,38,37,89,11,16,79,53.18240732158758,1
26,81,4,75,22,14,10,64,68.51896917849345,2
12,51,82,0,93,25,17,81,72.05388318099767,2
83,31,90,9,11,7,29,92,46.211384474131705,1
9,51,44,97,66,18,1,85,44.93716821258493,1
32,0,52,67,1,57,7,65,33.22565221291971,0
67,44,76,55,19,0,15,5,54.59539457928193,1
13,52,70,1,40,29,11,33,36.42468994596567,1
66,34,13,60,8,31,19,43,48.101482676346556,1
74,83,67,43,46,98,11,71,62.758547547609744,1
66,25,93,60,23,98,20,85,53.29629541951527,1
30,13,75,4,9,85,4,64,22.352654840893734,0
1,53,48,55,97,34,10,36,50.04898978561478,1
89,89,52,58,99,53,21,79,88.31107406436088,2
32,37,26,29,97,50,15,70,46.019555820005024,1
81,4,66,5,15,86,22,80,37.736187782499776,1
19,97,24,98,38,75,20,59,68.89130106426612,2
16,44,34,71,33,91,10,65,42.84722161472886,1
78,17,26,62,32,55,13,35,50.300263303872335,1
94,62,33,77,42,92,29,40,61.592962606589616,1
86,32,37,67,51,75,29,27,50.97181746120707,1
75,94,8,13,48,74,2,25,47.79777420411006,1
24,29,72,45,29,66,22,65,48.86573077358878,1
92,55,44,89,98,33,15,38,69.50024303549952,2
67,54,95,29,98,61,1,13,64.88157240796457,1
17,24,18,98,33,36,20,3,52.989620858621365,1
13,50,67,6,22,65,1,86,31.40287472295571,0
87,11,18,33,53,25,10,43,49.783804036387146,1
27,65,55,35,37,80,21,58,36.40720696799567,1
77,76,49,62,99,57,25,91,87.60667360030816,2
14,95,45,17,43,71,13,11,38.963423373229496,1
28,32,66,23,4,22,25,94,50.666436091832836,1
28,28,83,66,12,79,26,71,45.80234408426001,1
28,55,31,28,7,81,14,64,36.95907479223923,1
68,69,85,88,38,14,6,43,64.04930642074896,1
92,100,18,87,31,35,20,71,75.4167158133075,2
91,2,29,30,86,68,1,20,48.80954417358267,1
74,24,31,56,89,88,27,30,55.07237322043956,1
20,26,96,33,14,74,12,97,56.15180974355503,1
97,25,11,34,95,47,23,27,50.935124633442975,1
54,46,39,67,58,30,23,72,70.9605882228408,2
55,88,42,29,30,91,15,93,48.185844360923184,1
70,3,80,15,41,88,30,59,44.02094566773086,1
77,82,49,26,44,90,24,30,55.543340088047856,1
96,62,97,93,17,30,27,85,91.79623360478284,2
58,62,74,26,87,44,3,83,62.301492716216444,1
61,68,71,36,1,24,15,54,41.071500982115026,1
75,11,76,63,7,96,29,11,38.589222071658625,1
25,75,16,10,27,87,25,44,34.3240265037236,0
31,25,45,27,14,17,14,43,39.31430176467302,1
63,52,59,17,6,24,3,19,42.13004490193766,1
6,68,21,93,38,55,9,40,48.06760340223329,1
32,60,11,94,38,41,18,15,48.57894123829456,1
72,32,13,76,12,46,20,69,55.06832944510031,1
98,40,79,24,81,37,28,43,59.56286144540824,1
52,48,66,62,89,68,3,73,63.936013867702115,1
40,4,28,66,72,90,12,46,43.175107981221394,1
44,73,74,87,52,92,9,72,65.86246244159942,2
69,10,70,15,95,45,29,74,59.3660677902743,1
54,46,82,74,35,83,5,16,52.012566118448106,1
2,66,91,19,43,70,7,44,46.624516968539254,1
54,8,89,57,1,19,9,75,37.205386149119434,1
40,100,18,88,71,80,4,59,69.5470118831722,2
70,38,77,6,9,35,20,22,47.829607977013644,1
88,1,39,14,67,63,16,84,46.87570852338667,1
